[150, 6, 6, -325, -6.770833333333333, -5.0]
[180, 6, 6, -961, -20.020833333333332, -24.0]
[120, 6, 6, -511, -10.645833333333334, -7.0]
[30, 6, 6, -715, -14.895833333333334, 19.5]
[60, 6, 6, -1579, -32.895833333333336, 0.5]
[90, 6, 6, -175, -3.6458333333333335, -5.0]
[120, 6, 9, -142459, -2967.8958333333335, -2838.0]
[60, 6, 9, -142459, -2967.8958333333335, -2838.0]
[150, 6, 9, -142459, -2967.8958333333335, -2838.0]
[90, 6, 9, -142459, -2967.8958333333335, -2838.0]
[180, 6, 9, -142459, -2967.8958333333335, -2838.0]
[30, 6, 9, -142459, -2967.8958333333335, -2838.0]
[120, 12, 6, -385, -8.020833333333334, -4.5]
[150, 12, 6, 143, 2.9791666666666665, 0.0]
[30, 12, 6, -4585, -95.52083333333333, -5.0]
[60, 12, 6, -1879, -39.145833333333336, -4.0]
[180, 12, 6, -649, -13.520833333333334, -8.5]
[90, 12, 6, -145, -3.0208333333333335, -5.5]
[120, 12, 9, -49, -1.0208333333333333, 0.0]
[150, 12, 9, 221, 4.604166666666667, 5.5]
[30, 12, 9, 2966, 61.791666666666664, 37.0]
[180, 12, 9, -535, -11.145833333333334, -7.0]
[90, 12, 9, 473, 9.854166666666666, 5.0]
[60, 12, 9, -1066, -22.208333333333332, 6.0]
[120, 18, 6, -199, -4.145833333333333, -2.5]
[30, 18, 6, -2353, -49.020833333333336, -5.0]
[150, 18, 6, 239, 4.979166666666667, 3.0]
[180, 18, 6, -571, -11.895833333333334, -8.0]
[90, 18, 6, 47, 0.9791666666666666, -3.5]
[60, 18, 6, -1813, -37.770833333333336, -6.0]
[120, 18, 9, 104, 2.1666666666666665, 1.5]
[180, 18, 9, -166, -3.4583333333333335, -0.5]
[150, 18, 9, 428, 8.916666666666666, 5.0]
[90, 18, 9, 293, 6.104166666666667, 3.0]
[30, 18, 9, -1813, -37.770833333333336, 1.5]
[60, 18, 9, -1570, -32.708333333333336, 1.0]
[120, 24, 6, 113, 2.3541666666666665, -2.5]
[90, 24, 6, 167, 3.4791666666666665, -0.5]
[180, 24, 6, -415, -8.645833333333334, -4.0]
[30, 24, 6, -4609, -96.02083333333333, -5.0]
[150, 24, 6, 65, 1.3541666666666667, -2.5]
[60, 24, 6, -1693, -35.270833333333336, -5.0]
[120, 24, 9, 104, 2.1666666666666665, 1.5]
[150, 24, 9, 428, 8.916666666666666, 5.0]
[90, 24, 9, 293, 6.104166666666667, 3.0]
[30, 24, 9, -1813, -37.770833333333336, 1.5]
[180, 24, 9, -166, -3.4583333333333335, -0.5]
[60, 24, 9, -1570, -32.708333333333336, 1.0]
[120, 30, 6, 137, 2.8541666666666665, -3.0]
[90, 30, 6, -163, -3.3958333333333335, -10.0]
[150, 30, 6, 539, 11.229166666666666, 7.5]
[30, 30, 6, -2095, -43.645833333333336, -5.0]
[180, 30, 6, 35, 0.7291666666666666, -1.5]
[60, 30, 6, -1633, -34.020833333333336, -6.0]
[120, 30, 9, 1031, 21.479166666666668, 4.5]
[90, 30, 9, 149, 3.1041666666666665, 0.0]
[150, 30, 9, 761, 15.854166666666666, 11.5]
[30, 30, 9, -1714, -35.708333333333336, 3.0]
[180, 30, 9, -31, -0.6458333333333334, -0.5]
[60, 30, 9, -1201, -25.020833333333332, 1.0]
[120, 36, 6, 1097, 22.854166666666668, 16.0]
[90, 36, 6, -1, -0.020833333333333332, -1.0]
[150, 36, 6, 335, 6.979166666666667, -0.5]
[180, 36, 6, 689, 14.354166666666666, 12.5]
[30, 36, 6, -2179, -45.395833333333336, -4.0]
[120, 36, 9, 1787, 37.229166666666664, 37.5]
[60, 36, 6, -1909, -39.770833333333336, -7.0]
[180, 36, 9, 797, 16.604166666666668, 13.5]
[150, 36, 9, 1193, 24.854166666666668, 10.0]
[90, 36, 9, 383, 7.979166666666667, 0.0]
[30, 36, 9, -1615, -33.645833333333336, -0.5]
[120, 42, 6, 1025, 21.354166666666668, 1.0]
[60, 36, 9, -1237, -25.770833333333332, 1.5]
[180, 42, 6, 839, 17.479166666666668, 6.5]
[90, 42, 6, -43, -0.8958333333333334, -5.0]
[150, 42, 6, -133, -2.7708333333333335, -5.5]
[30, 42, 6, -2011, -41.895833333333336, -5.0]
[120, 42, 9, 1787, 37.229166666666664, 37.5]
[60, 42, 6, -1327, -27.645833333333332, -1.0]
[180, 42, 9, 797, 16.604166666666668, 13.5]
[90, 42, 9, 383, 7.979166666666667, 0.0]
[150, 42, 9, 1193, 24.854166666666668, 10.0]
[30, 42, 9, -1615, -33.645833333333336, -0.5]
[120, 48, 6, 1217, 25.354166666666668, 0.0]
[60, 42, 9, -1237, -25.770833333333332, 1.5]
[180, 48, 6, 695, 14.479166666666666, 0.5]
[90, 48, 6, 257, 5.354166666666667, -6.5]
[150, 48, 6, 143, 2.9791666666666665, -3.5]
[30, 48, 6, -1825, -38.020833333333336, -6.0]
[120, 48, 9, 2669, 55.604166666666664, 32.0]
[60, 48, 6, -1585, -33.020833333333336, -1.5]
[180, 48, 9, 1184, 24.666666666666668, 5.0]
[90, 48, 9, 401, 8.354166666666666, -2.5]
[150, 48, 9, 671, 13.979166666666666, -2.5]
[30, 48, 9, -1435, -29.895833333333332, 1.0]
[120, 54, 6, 1271, 26.479166666666668, 7.0]
[60, 48, 9, -1057, -22.020833333333332, 12.0]
[180, 54, 6, 695, 14.479166666666666, -1.0]
[90, 54, 6, 611, 12.729166666666666, -3.0]
[150, 54, 6, 77, 1.6041666666666667, -12.0]
[30, 54, 6, -1705, -35.520833333333336, -5.0]
[120, 54, 9, 1688, 35.166666666666664, 31.5]
[60, 54, 6, -1369, -28.520833333333332, -3.5]
[180, 54, 9, 860, 17.916666666666668, 1.0]
[90, 54, 9, 1076, 22.416666666666668, 2.5]
[150, 54, 9, 977, 20.354166666666668, 5.5]
[30, 54, 9, -1030, -21.458333333333332, 3.0]
[120, 60, 6, 869, 18.104166666666668, 1.0]
[60, 54, 9, -1345, -28.020833333333332, -2.0]
[180, 60, 6, 815, 16.979166666666668, 0.5]
[150, 60, 6, 611, 12.729166666666666, -8.0]
[90, 60, 6, 443, 9.229166666666666, -3.0]
[30, 60, 6, -1657, -34.520833333333336, -5.5]
[120, 60, 9, 1688, 35.166666666666664, 31.5]
[60, 60, 6, -1951, -40.645833333333336, -11.0]
[180, 60, 9, 860, 17.916666666666668, 1.0]
[90, 60, 9, 1076, 22.416666666666668, 2.5]
[150, 60, 9, 977, 20.354166666666668, 5.5]
[30, 60, 9, -1030, -21.458333333333332, 3.0]
[120, 66, 6, 899, 18.729166666666668, -4.0]
[60, 60, 9, -1345, -28.020833333333332, -2.0]
[180, 66, 6, 1019, 21.229166666666668, 3.0]
[30, 66, 6, -1861, -38.770833333333336, -7.0]
[90, 66, 6, 1043, 21.729166666666668, -3.0]
[150, 66, 6, 419, 8.729166666666666, -13.5]
[120, 66, 9, 1364, 28.416666666666668, 5.5]
[60, 66, 6, -1855, -38.645833333333336, -9.5]
[180, 66, 9, 1121, 23.354166666666668, 8.0]
[90, 66, 9, 1409, 29.354166666666668, 8.0]
[150, 66, 9, 1067, 22.229166666666668, 3.0]
[30, 66, 9, -1282, -26.708333333333332, 1.5]
[120, 72, 6, 245, 5.104166666666667, -10.0]
[60, 66, 9, 545, 11.354166666666666, 3.0]
[180, 72, 6, 905, 18.854166666666668, -1.0]
[150, 72, 6, 779, 16.229166666666668, -5.5]
[90, 72, 6, 941, 19.604166666666668, 0.5]
[30, 72, 6, -1687, -35.145833333333336, -5.0]
[120, 72, 9, 698, 14.541666666666666, -5.5]
[60, 72, 6, -19, -0.3958333333333333, -8.0]
[180, 72, 9, 1175, 24.479166666666668, 3.0]
[150, 72, 9, 1022, 21.291666666666668, 0.5]
[30, 72, 9, 644, 13.416666666666666, 4.0]
[90, 72, 9, 1877, 39.104166666666664, 29.0]
[120, 78, 6, 263, 5.479166666666667, -10.5]
[60, 72, 9, 482, 10.041666666666666, 3.0]
[180, 78, 6, 1235, 25.729166666666668, 0.5]
[150, 78, 6, 845, 17.604166666666668, -12.0]
[30, 78, 6, -1867, -38.895833333333336, -3.0]
[90, 78, 6, 647, 13.479166666666666, 2.0]
[120, 78, 9, 698, 14.541666666666666, -5.5]
[60, 78, 6, 89, 1.8541666666666667, -7.0]
[180, 78, 9, 1175, 24.479166666666668, 3.0]
[30, 78, 9, 644, 13.416666666666666, 4.0]
[150, 78, 9, 1022, 21.291666666666668, 0.5]
[90, 78, 9, 1877, 39.104166666666664, 29.0]
[120, 84, 6, 1181, 24.604166666666668, -1.0]
[60, 78, 9, 482, 10.041666666666666, 3.0]
[180, 84, 6, 1139, 23.729166666666668, 0.5]
[150, 84, 6, 893, 18.604166666666668, -10.0]
[30, 84, 6, 161, 3.3541666666666665, -1.5]
[90, 84, 6, 467, 9.729166666666666, -2.5]
[120, 84, 9, 1409, 29.354166666666668, 7.5]
[60, 84, 6, 539, 11.229166666666666, -6.5]
[150, 84, 9, 1706, 35.541666666666664, 4.5]
[180, 84, 9, 1508, 31.416666666666668, 5.0]
[30, 84, 9, 563, 11.729166666666666, 1.5]
[90, 84, 9, 1220, 25.416666666666668, 19.5]
[120, 90, 6, 1337, 27.854166666666668, -7.0]
[60, 84, 9, 932, 19.416666666666668, 3.5]
[150, 90, 6, 1307, 27.229166666666668, 0.5]
[30, 90, 6, -151, -3.1458333333333335, -11.0]
[180, 90, 6, 917, 19.104166666666668, -3.0]
[120, 90, 9, 1832, 38.166666666666664, 0.5]
[90, 90, 6, 647, 13.479166666666666, 8.5]
[60, 90, 6, 803, 16.729166666666668, -1.5]
[30, 90, 9, 230, 4.791666666666667, 2.5]
[150, 90, 9, 1904, 39.666666666666664, 5.5]
[180, 90, 9, 1076, 22.416666666666668, -0.5]
[120, 96, 6, 995, 20.729166666666668, -6.0]
[90, 90, 9, 1265, 26.354166666666668, 10.0]
[60, 90, 9, 1607, 33.479166666666664, 24.5]
[30, 96, 6, -37, -0.7708333333333334, -4.0]
[120, 96, 9, 1832, 38.166666666666664, 0.5]
[150, 96, 6, 1277, 26.604166666666668, 0.0]
[180, 96, 6, 1097, 22.854166666666668, 0.5]
[90, 96, 6, 713, 14.854166666666666, 1.5]
[60, 96, 6, 245, 5.104166666666667, -7.0]
[150, 96, 9, 1904, 39.666666666666664, 5.5]
[120, 102, 6, 935, 19.479166666666668, -2.5]
[30, 96, 9, 230, 4.791666666666667, 2.5]
[90, 96, 9, 1265, 26.354166666666668, 10.0]
[180, 96, 9, 1076, 22.416666666666668, -0.5]
[60, 96, 9, 1607, 33.479166666666664, 24.5]
[120, 102, 9, 1598, 33.291666666666664, -2.0]
[30, 102, 6, -91, -1.8958333333333333, -6.0]
[150, 102, 6, 1043, 21.729166666666668, -5.0]
[180, 102, 6, 1463, 30.479166666666668, 2.0]
[90, 102, 6, 1013, 21.104166666666668, 8.5]
[60, 102, 6, 1403, 29.229166666666668, 19.5]
[120, 108, 6, 1265, 26.354166666666668, 1.0]
[30, 102, 9, 563, 11.729166666666666, 0.5]
[150, 102, 9, 1472, 30.666666666666668, 0.5]
[90, 102, 9, 1292, 26.916666666666668, 5.5]
[180, 102, 9, 1814, 37.791666666666664, 3.0]
[60, 102, 9, 1967, 40.979166666666664, 29.0]
[120, 108, 9, 2102, 43.791666666666664, 30.5]
[150, 108, 6, 929, 19.354166666666668, -10.0]
[180, 108, 6, 1445, 30.104166666666668, -1.0]
[30, 108, 6, 119, 2.4791666666666665, -2.0]
[90, 108, 6, 311, 6.479166666666667, -8.5]
[60, 108, 6, 233, 4.854166666666667, -6.5]
[150, 108, 9, 1805, 37.604166666666664, 5.5]
[180, 108, 9, 1958, 40.791666666666664, 5.5]
[120, 114, 6, 1043, 21.729166666666668, -4.0]
[30, 108, 9, 815, 16.979166666666668, 10.0]
[90, 108, 9, 869, 18.104166666666668, 3.5]
[60, 108, 9, 977, 20.354166666666668, 3.0]
[180, 114, 6, 1715, 35.729166666666664, -1.0]
[120, 114, 9, 2102, 43.791666666666664, 30.5]
[150, 114, 6, 971, 20.229166666666668, -6.5]
[30, 114, 6, 59, 1.2291666666666667, -1.5]
[90, 114, 6, 935, 19.479166666666668, -3.0]
[60, 114, 6, 1145, 23.854166666666668, 2.5]
[30, 114, 9, 815, 16.979166666666668, 10.0]
[180, 114, 9, 1958, 40.791666666666664, 5.5]
[150, 114, 9, 1805, 37.604166666666664, 5.5]
[90, 114, 9, 869, 18.104166666666668, 3.5]
[120, 120, 6, 671, 13.979166666666666, -5.5]
[60, 114, 9, 977, 20.354166666666668, 3.0]
[30, 120, 6, 47, 0.9791666666666666, -3.0]
[180, 120, 6, 1385, 28.854166666666668, 2.5]
[90, 120, 6, 1589, 33.104166666666664, -7.0]
[120, 120, 9, 1544, 32.166666666666664, 4.5]
[150, 120, 6, 1235, 25.729166666666668, 0.0]
[30, 120, 9, 1004, 20.916666666666668, 3.5]
[60, 120, 6, 1073, 22.354166666666668, 1.0]
[90, 120, 9, 1751, 36.479166666666664, 5.5]
[180, 120, 9, 2147, 44.729166666666664, 3.5]
[120, 126, 6, 1019, 21.229166666666668, -3.0]
[150, 120, 9, 1769, 36.854166666666664, 2.0]
[60, 120, 9, 1895, 39.479166666666664, 32.0]
[30, 126, 6, 755, 15.729166666666666, -3.0]
[180, 126, 6, 1673, 34.854166666666664, 1.0]
[120, 126, 9, 2453, 51.104166666666664, 19.5]
[150, 126, 6, 1313, 27.354166666666668, 0.0]
[90, 126, 6, 1079, 22.479166666666668, -8.5]
[30, 126, 9, 1436, 29.916666666666668, 12.5]
[60, 126, 6, 395, 8.229166666666666, -9.5]
[180, 126, 9, 2300, 47.916666666666664, 8.5]
[120, 132, 6, 1559, 32.479166666666664, 6.5]
[150, 126, 9, 1949, 40.604166666666664, 10.0]
[90, 126, 9, 1166, 24.291666666666668, -8.5]
[30, 132, 6, 1271, 26.479166666666668, 2.0]
[60, 126, 9, 1157, 24.104166666666668, 0.0]
[120, 132, 9, 2453, 51.104166666666664, 19.5]
[180, 132, 6, 1559, 32.479166666666664, 5.0]
[30, 132, 9, 1436, 29.916666666666668, 12.5]
[150, 132, 6, 1847, 38.479166666666664, -0.5]
[90, 132, 6, 1073, 22.354166666666668, -11.5]
[60, 132, 6, 239, 4.979166666666667, -13.0]
[180, 132, 9, 2300, 47.916666666666664, 8.5]
[120, 138, 6, 1355, 28.229166666666668, 3.5]
[30, 138, 6, 245, 5.104166666666667, -2.5]
[150, 132, 9, 1949, 40.604166666666664, 10.0]
[90, 132, 9, 1166, 24.291666666666668, -8.5]
[60, 132, 9, 1157, 24.104166666666668, 0.0]
[30, 138, 9, 626, 13.041666666666666, 4.0]
[120, 138, 9, 2831, 58.979166666666664, 26.0]
[180, 138, 6, 1601, 33.354166666666664, 1.5]
[150, 138, 6, 1355, 28.229166666666668, -7.0]
[60, 138, 6, 305, 6.354166666666667, -4.0]
[90, 138, 6, 941, 19.604166666666668, -12.5]
[30, 144, 6, 179, 3.7291666666666665, -2.5]
[180, 138, 9, 2030, 42.291666666666664, 19.5]
[150, 138, 9, 2381, 49.604166666666664, 15.0]
[60, 138, 9, 851, 17.729166666666668, 11.5]
[120, 144, 6, 1103, 22.979166666666668, -2.5]
[90, 138, 9, 2066, 43.041666666666664, 3.5]
[30, 144, 9, 545, 11.354166666666666, 9.5]
[120, 144, 9, 2012, 41.916666666666664, 5.0]
[180, 144, 6, 1685, 35.104166666666664, 0.0]
[150, 144, 6, 1799, 37.479166666666664, 4.5]
[60, 144, 6, 275, 5.729166666666667, -13.5]
[90, 144, 6, 995, 20.729166666666668, -10.0]
[120, 150, 6, 1157, 24.104166666666668, 0.0]
[60, 144, 9, 1220, 25.416666666666668, 11.5]
[180, 144, 9, 2336, 48.666666666666664, 22.5]
[30, 150, 6, 323, 6.729166666666667, 3.0]
[150, 144, 9, 2498, 52.041666666666664, 29.5]
[90, 144, 9, 1553, 32.354166666666664, 3.5]
[120, 150, 9, 2012, 41.916666666666664, 5.0]
[150, 150, 6, 1469, 30.604166666666668, 0.5]
[30, 150, 9, 545, 11.354166666666666, 9.5]
[60, 150, 6, 443, 9.229166666666666, -10.0]
[90, 150, 6, 1277, 26.604166666666668, -2.5]
[180, 150, 6, 1691, 35.229166666666664, 4.0]
[150, 150, 9, 2498, 52.041666666666664, 29.5]
[120, 156, 6, 971, 20.229166666666668, -2.5]
[180, 150, 9, 2336, 48.666666666666664, 22.5]
[30, 156, 6, 107, 2.2291666666666665, -2.0]
[90, 150, 9, 1553, 32.354166666666664, 3.5]
[60, 150, 9, 1220, 25.416666666666668, 11.5]
[120, 156, 9, 1823, 37.979166666666664, 5.5]
[150, 156, 6, 1181, 24.604166666666668, -3.0]
[30, 156, 9, 680, 14.166666666666666, 5.0]
[180, 156, 6, 1427, 29.729166666666668, -1.0]
[90, 156, 6, 1505, 31.354166666666668, -0.5]
[60, 156, 6, 311, 6.479166666666667, -12.0]
[120, 162, 6, 1265, 26.354166666666668, -4.5]
[30, 162, 6, -391, -8.145833333333334, -13.0]
[150, 156, 9, 2381, 49.604166666666664, 8.5]
[180, 156, 9, 2165, 45.104166666666664, 6.5]
[90, 156, 9, 2084, 43.416666666666664, 11.5]
[60, 156, 9, 1229, 25.604166666666668, 28.5]
[120, 162, 9, 1751, 36.479166666666664, -0.5]
[30, 162, 9, -22, -0.4583333333333333, -7.0]
[180, 162, 6, 1445, 30.104166666666668, 1.0]
[150, 162, 6, 1343, 27.979166666666668, -4.5]
[60, 162, 6, 743, 15.479166666666666, -5.5]
[90, 162, 6, 1019, 21.229166666666668, -6.0]
[120, 168, 6, 1481, 30.854166666666668, -4.0]
[30, 168, 6, -235, -4.895833333333333, -9.5]
[180, 162, 9, 2696, 56.166666666666664, 25.5]
[150, 162, 9, 2300, 47.916666666666664, 4.5]
[90, 162, 9, 1409, 29.354166666666668, -5.5]
[60, 162, 9, 1229, 25.604166666666668, 3.0]
[120, 168, 9, 1751, 36.479166666666664, -0.5]
[30, 168, 9, -22, -0.4583333333333333, -7.0]
[180, 168, 6, 2759, 57.479166666666664, 6.5]
[150, 168, 6, 1523, 31.729166666666668, -3.0]
[90, 168, 6, 1121, 23.354166666666668, -0.5]
[60, 168, 6, 665, 13.854166666666666, -1.0]
[120, 174, 6, 1961, 40.854166666666664, -0.5]
[180, 168, 9, 2696, 56.166666666666664, 25.5]
[30, 174, 6, -217, -4.520833333333333, -3.5]
[90, 168, 9, 1409, 29.354166666666668, -5.5]
[150, 168, 9, 2300, 47.916666666666664, 4.5]
[60, 168, 9, 1229, 25.604166666666668, 3.0]
[120, 174, 9, 2156, 44.916666666666664, 2.5]
[180, 174, 6, 1583, 32.979166666666664, 0.0]
[30, 174, 9, 50, 1.0416666666666667, -0.5]
[150, 174, 6, 1493, 31.104166666666668, -1.5]
[90, 174, 6, 941, 19.604166666666668, -1.0]
[60, 174, 6, 743, 15.479166666666666, -1.0]
[120, 180, 6, 1175, 24.479166666666668, -1.0]
[180, 174, 9, 2120, 44.166666666666664, 8.0]
[30, 180, 6, -283, -5.895833333333333, -2.5]
[150, 174, 9, 1697, 35.354166666666664, 4.0]
[90, 174, 9, 1148, 23.916666666666668, 1.5]
[60, 174, 9, 1265, 26.354166666666668, 19.5]
[120, 180, 9, 1256, 26.166666666666668, 1.5]
[180, 180, 6, 2099, 43.729166666666664, -1.0]
[30, 180, 9, -139, -2.8958333333333335, 0.0]
[150, 180, 6, 1739, 36.229166666666664, 3.5]
[90, 180, 6, 911, 18.979166666666668, -5.0]
[60, 180, 6, 779, 16.229166666666668, -1.0]
[180, 180, 9, 2084, 43.416666666666664, 1.5]
[120, 186, 6, 1577, 32.854166666666664, 1.0]
[30, 186, 6, -397, -8.270833333333334, -2.0]
[90, 180, 9, 1229, 25.604166666666668, 1.0]
[150, 180, 9, 2597, 54.104166666666664, 8.5]
[60, 180, 9, 1112, 23.166666666666668, 7.0]
[180, 186, 6, 1637, 34.104166666666664, 0.5]
[30, 186, 9, -139, -2.8958333333333335, 0.0]
[120, 186, 9, 1256, 26.166666666666668, 1.5]
[150, 186, 6, 1529, 31.854166666666668, 3.5]
[90, 186, 6, 1097, 22.854166666666668, -4.0]
[60, 186, 6, 941, 19.604166666666668, -0.5]
[180, 186, 9, 2084, 43.416666666666664, 1.5]
[30, 192, 6, -403, -8.395833333333334, -1.0]
[120, 192, 6, 1937, 40.354166666666664, 4.0]
[90, 186, 9, 1229, 25.604166666666668, 1.0]
[150, 186, 9, 2597, 54.104166666666664, 8.5]
[60, 186, 9, 1112, 23.166666666666668, 7.0]
[180, 192, 6, 2333, 48.604166666666664, 9.0]
[30, 192, 9, 104, 2.1666666666666665, 3.0]
[120, 192, 9, 2165, 45.104166666666664, 10.0]
[150, 192, 6, 1517, 31.604166666666668, -2.5]
[90, 192, 6, 1109, 23.104166666666668, -3.0]
[60, 192, 6, 851, 17.729166666666668, 1.0]
[180, 192, 9, 3371, 70.22916666666667, 20.0]
[30, 198, 6, -667, -13.895833333333334, -3.0]
[120, 198, 6, 2111, 43.979166666666664, 3.5]
[150, 192, 9, 2849, 59.354166666666664, 19.5]
[90, 192, 9, 1805, 37.604166666666664, 8.5]
[60, 192, 9, 1274, 26.541666666666668, 5.5]
[180, 198, 6, 2135, 44.479166666666664, 3.0]
[30, 198, 9, -157, -3.2708333333333335, 0.5]
[120, 198, 9, 2156, 44.916666666666664, 10.0]
